Location,Date,Coliforms_/100ml,E. coli_/100ml,Clostridia_/100ml,EnterococciMF_/100ml,EnterococciMPN_/100ml,Coliphages_/100ml,Turbidity_FNU,Conductivity_mS/m,Temperature_C,Colour_mg/lPt,Colour410nm_mg/lPt
GÄVLÄXXS,2015-04-06 09:11,140,41,8,NA,30,8,3.9,8.2,4.5,NA,NA
GÄVLÄXXS,2015-04-08 09:05,130,31,6,15,2,NA,3.9,8.2,5.4,15,NA
GÄVLÄXXS,2015-04-10 08:31,160,86,8,NA,2,NA,3.4,8.3,6,NA,NA
GÄVLÄXXS,2015-04-13 09:10,230,120,14,NA,150,12,3.2,8.2,6,NA,NA
GÄVLÄXXS,2015-04-14 09:15,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA
GÄVLÄXXS,2015-04-15 09:00,310,120,9,NA,13,NA,3.3,8.3,6.3,20,NA
GÄVLÄXXS,2015-04-17 08:40,700,110,15,NA,24,NA,4.6,8.5,6.2,NA,NA
GÄVLÄXXS,2015-04-20 09:16,130,20,11,NA,2,NA,2.9,8,6.9,NA,NA
GÄVLÄXXS,2015-04-22 07:45,96,10,6,NA,2,NA,2.4,107,7.7,25,NA
GÄVLÄXXS,2015-04-24 09:45,130,30,14,NA,6,NA,2.8,8.3,8.5,NA,NA
GÄVLÄXXS,2015-04-27 09:05,170,63,13,NA,<2,6,2.6,8.2,8.7,NA,NA
GÄVLÄXXS,2015-04-29 09:20,86,20,6,NA,2,NA,2.4,8.3,8.5,20,NA
GÄVLÄXXS,2015-04-30 08:55,63,20,9,NA,2,NA,2.6,8.1,8.2,NA,NA
GÄVLÄXXS,2015-05-04 08:45,610,51,17,NA,15,10,2.7,8.2,8.4,NA,NA
GÄVLÄXXS,2015-05-06 10:15,900,73,15,40,27,NA,3.3,8.4,9.5,25,NA
GÄVLÄXXS,2015-05-08 09:40,1900,63,28,NA,24,NA,5,8.4,9.3,NA,NA
GÄVLÄXXS,2015-05-11 08:05,310,41,18,NA,10,6,3.9,8.3,9.6,NA,NA
GÄVLÄXXS,2015-05-12 08:45,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA
GÄVLÄXXS,2015-05-13 09:10,710,74,15,NA,22,NA,3.7,8.4,10,15,NA
GÄVLÄXXS,2015-05-15 09:45,360,52,15,NA,6,NA,4.1,8.4,10.5,NA,NA
GÄVLÄXXS,2015-05-15 10:30,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA
GÄVLÄXXS,2015-05-18 08:10,41,10,6,NA,<2,16,3.2,8.3,10.6,NA,NA
GÄVLÄXXS,2015-05-19 07:52,170,20,6,NA,NA,NA,3,8.3,10.8,20,NA
GÄVLÄXXS,2015-05-22 09:30,160,30,10,NA,2,NA,3.6,8.2,10.8,NA,NA
GÄVLÄXXS,2015-05-25 08:10,700,70,NA,NA,6,2,3.7,8.3,11.5,NA,NA
GÄVLÄXXS,2015-05-27 09:10,100,20,9,NA,4,NA,2.9,8.3,12.2,25,NA
GÄVLÄXXS,2015-05-29 09:00,240,41,15,NA,8,NA,2.9,8.2,11.7,NA,NA
GÄVLÄXXS,2015-06-01 08:55,1900,63,13,NA,37,74,4.5,8.2,11.3,NA,NA
GÄVLÄXXS,2015-06-04 09:02,8200,310,39,110,100,NA,8,8.4,11.2,25,NA
GÄVLÄXXS,2015-06-05 07:30,2000,160,24,NA,32,NA,5.9,8.4,11.5,NA,NA
GÄVLÄXXS,2015-06-08 10:05,440,<10,15,NA,2,18,5.4,8.2,12.1,NA,NA
GÄVLÄXXS,2015-06-10 00:00,200,31,9,NA,<2,NA,4.6,8.2,12.5,15,NA
GÄVLÄXXS,2015-06-12 10:15,250,20,6,NA,2,NA,4.4,8.1,13.8,NA,NA
GÄVLÄXXS,2015-06-15 10:25,250,20,14,NA,<2,44,4.7,8.1,14.3,NA,NA
GÄVLÄXXS,2015-06-16 00:00,NA,NA,NA,NA,NA,NA,NA,NA,14.5,NA,NA
GÄVLÄXXS,2015-06-17 10:06,150,31,2,NA,2,NA,4.2,8.1,14,20,NA
GÄVLÄXXS,2015-06-18 09:22,650,41,9,NA,17,NA,3.1,8.2,13.6,NA,NA
GÄVLÄXXS,2015-06-22 10:13,160,20,9,NA,<2,NA,4.6,8,15.1,NA,NA
GÄVLÄXXS,2015-06-24 10:20,280,86,8,NA,8,NA,4.3,8.2,15.1,20,NA
GÄVLÄXXS,2015-06-26 08:29,130,<10,4,NA,2,NA,3.8,8.1,15.3,NA,NA
GÄVLÄXXS,2015-06-29 09:45,440,31,10,NA,24,28,4.7,8.3,15.7,NA,NA
GÄVLÄXXS,2015-07-01 00:00,NA,NA,NA,NA,<2,NA,4.7,8.2,NA,15,NA
GÄVLÄXXS,2015-07-01 09:55,260,30,6,NA,NA,NA,4.3,8.2,16.2,20,NA
GÄVLÄXXS,2015-07-03 08:00,160,20,11,NA,2,NA,4.9,26.9,17.1,NA,NA
GÄVLÄXXS,2015-07-06 09:45,360,31,5,NA,10,2,5.1,8.6,18.5,NA,NA
GÄVLÄXXS,2015-07-08 09:45,550,63,15,24,32,NA,4.9,8.5,17.1,20,NA
GÄVLÄXXS,2015-07-10 09:45,2300,160,27,NA,120,NA,6.3,8.2,15.5,NA,NA
GÄVLÄXXS,2015-07-13 00:00,NA,NA,NA,NA,6,2,4.8,8.1,NA,NA,NA
