Location,Date,Coliforms_/100ml,E. coli_/100ml,Clostridia_/100ml,EnterococciMF_/100ml,EnterococciMPN_/100ml,Coliphages_/100ml,Turbidity_FNU,Conductivity_mS/m,Temperature_C,Colour_mg/lPt,Colour410nm_mg/lPt
GÄVGAXXS,2017-05-22 09:50,880,52,14,NA,<2,2,NA,NA,12.8,NA,NA
GÄVGAXXS,2017-05-26 08:20,200,52,2,NA,4,NA,NA,NA,14.1,NA,NA
GÄVGAXXS,2017-05-29 09:40,200,10,10,NA,4,4,NA,NA,15.5,NA,NA
GÄVGAXXS,2017-06-01 09:55,640,31,18,NA,6,NA,NA,NA,13.9,NA,NA
GÄVGAXXS,2017-06-05 08:13,750,63,<2,NA,6,6,NA,NA,14.2,NA,NA
GÄVGAXXS,2017-06-08 10:00,2800,190,16,NA,8,NA,3.7,8.5,14.6,NA,NA
GÄVGAXXS,2017-06-12 09:30,440,41,4,NA,10,4,NA,NA,14.7,NA,NA
GÄVGAXXS,2017-06-14 09:35,430,52,NA,9,NA,NA,5.5,NA,15.2,NA,NA
GÄVGAXXS,2017-06-15 10:00,400,63,4,NA,8,NA,NA,NA,15.3,NA,NA
GÄVGAXXS,2017-06-19 10:20,480,75,8,NA,4,4,NA,NA,16.5,NA,NA
GÄVGAXXS,2017-06-20 11:10,230,10,NA,NA,NA,NA,NA,NA,16.8,NA,NA
GÄVGAXXS,2017-06-22 09:15,420,40,16,NA,8,NA,NA,NA,16.7,NA,NA
GÄVGAXXS,2017-06-26 11:09,680,160,6,NA,15,10,NA,NA,15.6,NA,NA
GÄVGAXXS,2017-06-29 09:40,160,10,5,NA,<2,NA,NA,NA,15.8,NA,NA
GÄVGAXXS,2017-07-03 09:30,370,5,12,NA,<2,6,NA,NA,15.9,NA,NA
GÄVGAXXS,2017-07-06 08:38,240,48,16,NA,10,NA,7.4,8.2,16.9,10,NA
GÄVGAXXS,2017-07-10 11:52,190,20,16,NA,6,NA,NA,NA,17.3,NA,NA
GÄVGAXXS,2017-07-13 09:43,4,<1,12,NA,2,NA,NA,NA,17.4,NA,NA
GÄVGAXXS,2017-07-17 12:30,680,120,14,NA,15,24,NA,NA,17.8,NA,NA
GÄVGAXXS,2017-07-20 09:32,280,31,4,NA,2,NA,NA,NA,16.8,NA,NA
GÄVGAXXS,2017-07-24 12:45,310,63,14,NA,15,4,NA,NA,18.7,NA,NA
GÄVGAXXS,2017-07-27 09:39,410,30,8,NA,2,NA,NA,NA,18.6,NA,NA
GÄVGAXXS,2017-07-31 08:10,360,20,10,NA,24,30,NA,NA,19.1,NA,NA
GÄVGAXXS,2017-08-03 10:29,530,110,16,NA,46,NA,2.9,8.3,19,NA,NA
GÄVGAXXS,2017-08-07 10:51,720,170,52,NA,8,22,NA,NA,18.5,NA,NA
GÄVGAXXS,2017-08-10 10:08,740,110,9,28,NA,NA,5.3,NA,17.7,NA,NA
GÄVGAXXS,2017-08-15 09:53,310,10,2,NA,6,14,NA,NA,17.5,NA,NA
GÄVGAXXS,2017-08-17 17:10,540,130,4,NA,38,NA,NA,NA,17.2,NA,NA
GÄVGAXXS,2017-08-21 08:48,750,120,14,NA,24,4,NA,NA,17.3,NA,NA
GÄVGAXXS,2017-08-22 10:39,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA
GÄVGAXXS,2017-08-24 11:15,410,52,6,NA,17,NA,NA,NA,16.5,NA,NA
GÄVGAXXS,2017-08-25 15:10,1400,120,NA,NA,NA,NA,NA,NA,17.3,NA,NA
GÄVGAXXS,2017-08-28 08:40,500,10,6,NA,10,8,NA,NA,16.7,NA,NA
GÄVGAXXS,2017-08-31 13:15,890,75,16,NA,86,NA,NA,NA,NA,NA,NA
GÄVGAXXS,2017-09-04 09:30,470,63,10,NA,10,10,NA,NA,16,NA,NA
GÄVGAXXS,2017-09-07 08:40,14000,630,56,NA,820,NA,13,8.4,15.6,NA,NA
GÄVGAXXS,2017-09-11 09:55,1400,86,10,NA,70,32,NA,NA,15.1,NA,NA
GÄVGAXXS,2017-09-12 11:35,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA
GÄVGAXXS,2017-09-15 08:30,720,20,2,NA,34,NA,NA,NA,14.8,NA,NA
GÄVGAXXS,2017-09-18 11:45,790,120,22,NA,46,36,NA,NA,14.3,NA,NA
GÄVGAXXS,2017-09-22 11:55,260,98,10,NA,22,NA,NA,NA,13.4,NA,NA
GÄVGAXXS,2017-09-25 09:05,540,95,<2,NA,19,6,NA,NA,13.7,NA,NA
GÄVGAXXS,2017-09-28 09:30,390,130,6,NA,20,NA,NA,NA,13.4,NA,NA
GÄVGAXXS,2017-09-29 11:12,350,160,NA,NA,NA,NA,NA,NA,13.8,NA,NA
GÄVGAXXS,2017-10-02 08:55,160,10,4,NA,10,6,NA,NA,12.8,NA,NA
GÄVGAXXS,2017-10-04 08:45,6500,330,14,NA,280,NA,5.8,8.4,12.4,15,NA
GÄVGAXXS,2017-10-05 11:25,2300,130,NA,NA,NA,NA,NA,NA,11.9,NA,NA
GÄVGAXXS,2017-10-06 00:00,880,74,NA,NA,NA,NA,NA,NA,12.2,NA,NA
GÄVGAXXS,2017-10-09 09:00,550,160,6,NA,42,8,NA,NA,11.2,NA,NA
GÄVGAXXS,2017-10-11 09:02,520,160,NA,NA,NA,NA,NA,NA,10.5,NA,NA
GÄVGAXXS,2017-10-13 10:02,4100,470,8,NA,120,NA,NA,NA,10.2,NA,NA
GÄVGAXXS,2017-10-13 12:00,4100,470,NA,110,NA,NA,6.2,NA,10.3,NA,NA
GÄVGAXXS,2017-10-16 09:05,370,74,4,NA,52,12,NA,NA,10.8,NA,NA
GÄVGAXXS,2017-10-17 09:30,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA
GÄVGAXXS,2017-10-19 08:00,770,60,8,NA,43,NA,NA,NA,10.8,NA,NA
GÄVGAXXS,2017-10-23 10:15,1500,370,42,NA,100,32,NA,NA,10.17,NA,NA
GÄVGAXXS,2017-10-26 11:30,6900,500,56,NA,220,NA,NA,NA,9.6,NA,NA
GÄVGAXXS,2017-10-30 11:05,530,170,18,NA,29,18,NA,NA,8.6,NA,NA
GÄVGAXXS,2017-11-02 12:30,150,31,8,NA,4,NA,NA,NA,8.3,NA,NA
GÄVGAXXS,2017-11-06 10:26,300,110,24,NA,22,16,NA,NA,7.7,NA,NA
GÄVGAXXS,2017-11-09 11:33,220,98,10,NA,17,NA,NA,NA,7,NA,NA
GÄVGAXXS,2017-11-13 10:35,490,90,4,NA,24,26,NA,NA,5.8,NA,NA
GÄVGAXXS,2017-11-14 12:15,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA
GÄVGAXXS,2017-11-16 08:30,380,130,8,NA,22,NA,NA,NA,5.2,NA,NA
GÄVGAXXS,2017-11-20 11:30,2900,380,56,NA,76,46,NA,NA,4.9,NA,NA
GÄVGAXXS,2017-11-22 11:26,270,30,14,NA,8,NA,NA,NA,4,NA,NA
GÄVGAXXS,2017-11-27 12:30,1400,160,64,NA,44,28,NA,NA,4.6,NA,NA
GÄVGAXXS,2017-11-30 13:45,210,74,NA,NA,20,NA,7,8.5,3.7,15,NA
GÄVGAXXS,2017-12-04 12:05,180,40,6,NA,8,18,NA,NA,3.4,NA,NA
GÄVGAXXS,2017-12-07 15:00,1700,420,36,NA,66,NA,NA,NA,3.9,NA,NA
GÄVGAXXS,2017-12-11 11:42,220,40,20,NA,13,4,NA,NA,3.3,NA,NA
GÄVGAXXS,2017-12-14 13:55,1000,130,56,60,57,NA,12,NA,3.4,NA,NA
GÄVGAXXS,2017-12-18 11:45,160,52,8,NA,4,2,NA,NA,2.6,NA,NA
GÄVGAXXS,2017-12-21 10:40,660,220,22,NA,30,NA,7.6,8.6,3,20,NA
GÄVGAXXS,2017-12-26 09:00,740,160,40,NA,52,24,NA,NA,NA,NA,NA
GÄVGAXXS,2017-12-28 12:05,660,260,22,NA,40,NA,NA,NA,3.8,NA,NA
GÄVGAXXS,2018-01-02 12:05,1600,500,110,NA,190,48,NA,NA,3.4,NA,NA
GÄVGAXXS,2018-01-04 12:30,910,390,26,NA,84,NA,NA,NA,NA,NA,NA
GÄVGAXXS,2018-01-08 13:30,160,52,12,NA,30,6,NA,NA,2.2,NA,NA
GÄVGAXXS,2018-01-11 12:15,360,150,6,NA,19,NA,NA,NA,2,NA,NA
GÄVGAXXS,2018-01-15 13:10,160,63,24,NA,17,12,NA,NA,1.4,NA,NA
GÄVGAXXS,2018-01-17 10:25,300,74,6,NA,30,NA,NA,NA,1.4,NA,NA
GÄVGAXXS,2018-01-19 09:55,NA,NA,NA,NA,NA,NA,6.5,8.3,1.4,NA,17
GÄVGAXXS,2018-01-22 08:00,130,20,8,NA,17,4,NA,NA,1,NA,NA
GÄVGAXXS,2018-01-25 10:55,1400,420,54,NA,120,NA,NA,NA,1.4,NA,NA
GÄVGAXXS,2018-01-29 11:20,2100,310,62,NA,69,22,NA,NA,1.8,NA,NA
GÄVGAXXS,2018-01-31 11:15,2600,730,46,NA,260,NA,NA,NA,2,NA,NA
GÄVGAXXS,2018-02-05 00:00,220,20,16,NA,22,8,NA,NA,NA,NA,NA
GÄVGAXXS,2018-02-09 12:00,220,80,12,NA,19,NA,NA,NA,0.1,NA,NA
GÄVGAXXS,2018-02-12 10:30,250,86,8,NA,17,10,NA,NA,0.5,NA,NA
GÄVGAXXS,2018-02-13 09:15,NA,NA,NA,NA,NA,NA,8,8.6,NA,NA,16
GÄVGAXXS,2018-02-15 15:00,230,74,6,NA,13,NA,NA,NA,0.4,NA,NA
GÄVGAXXS,2018-02-19 09:10,270,84,8,NA,17,38,NA,NA,0.2,NA,NA
GÄVGAXXS,2018-02-20 11:00,210,52,NA,13,NA,12,7.3,NA,0.9,NA,NA
GÄVGAXXS,2018-02-23 08:50,74,10,10,NA,8,NA,NA,NA,0.4,NA,NA
GÄVGAXXS,2018-02-26 09:40,120,52,6,NA,22,14,NA,NA,0.3,NA,NA
GÄVGAXXS,2018-02-28 11:00,85,41,12,NA,13,NA,NA,NA,0.3,NA,NA
GÄVGAXXS,2018-03-05 09:05,110,41,16,NA,20,2,NA,NA,0.3,NA,NA
GÄVGAXXS,2018-03-07 11:07,210,20,NA,NA,17,NA,NA,NA,0.35,NA,NA
GÄVGAXXS,2018-03-08 10:05,120,41,36,NA,12,NA,6.7,8.6,0.3,NA,17
GÄVGAXXS,2018-03-09 10:35,200,63,NA,NA,NA,NA,NA,NA,0.3,NA,NA
GÄVGAXXS,2018-03-12 11:15,400,72,16,NA,55,34,NA,NA,0.4,NA,NA
GÄVGAXXS,2018-03-13 10:50,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA
GÄVGAXXS,2018-03-15 14:15,230,98,8,NA,13,NA,NA,NA,0.5,NA,NA
GÄVGAXXS,2018-03-19 13:30,63,31,8,NA,6,6,NA,NA,0.9,NA,NA
GÄVGAXXS,2018-03-22 12:05,210,120,4,NA,29,NA,NA,NA,1.2,NA,NA
GÄVGAXXS,2018-03-26 09:40,200,41,12,NA,22,28,NA,NA,1.1,NA,NA
GÄVGAXXS,2018-03-27 10:51,280,120,NA,35,NA,NA,5.1,NA,0.6,NA,NA
GÄVGAXXS,2018-03-29 12:40,190,41,2,NA,8,NA,NA,NA,0.6,NA,NA
GÄVGAXXS,2018-04-02 07:10,30,20,4,NA,<2,8,NA,NA,0.7,NA,NA
GÄVGAXXS,2018-04-05 09:50,960,230,54,NA,110,NA,NA,NA,1.1,NA,NA
GÄVGAXXS,2018-04-06 14:00,240,46,40,NA,NA,NA,NA,NA,1.3,NA,NA
GÄVGAXXS,2018-04-09 11:06,200,86,12,NA,31,14,NA,NA,2.2,NA,NA
GÄVGAXXS,2018-04-11 12:15,NA,NA,NA,NA,NA,NA,6.5,8.3,1.9,NA,NA
GÄVGAXXS,2018-04-12 14:05,190,120,6,NA,17,NA,NA,NA,2.1,NA,NA
GÄVGAXXS,2018-04-16 11:35,180,97,8,NA,13,20,NA,NA,3,NA,NA
GÄVGAXXS,2018-04-17 11:30,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA
GÄVGAXXS,2018-04-19 10:05,170,98,6,NA,19,NA,NA,NA,4,NA,NA
GÄVGAXXS,2018-04-23 11:43,360,160,8,NA,24,16,NA,NA,5.9,NA,NA
GÄVGAXXS,2018-04-26 12:50,130,31,<2,NA,2,NA,NA,NA,5.5,NA,NA
GÄVGAXXS,2018-04-30 11:30,52,10,6,NA,6,9,NA,NA,6.7,NA,NA
GÄVGAXXS,2018-05-03 10:30,NA,NA,NA,NA,NA,NA,8.4,8.4,6.7,NA,NA
GÄVGAXXS,2018-05-03 10:35,910,180,32,NA,34,NA,NA,NA,6.7,NA,NA
GÄVGAXXS,2018-05-07 12:10,200,74,8,NA,8,8,NA,NA,8.5,NA,NA
GÄVGAXXS,2018-05-11 07:14,190,52,10,NA,140,NA,NA,NA,9.5,NA,NA
GÄVGAXXS,2018-05-14 14:00,260,97,4,NA,10,4,NA,NA,11.5,NA,NA
GÄVGAXXS,2018-05-17 11:30,200,31,14,NA,10,NA,NA,NA,12.7,NA,NA
GÄVGAXXS,2018-05-21 10:00,140,30,4,NA,8,52,NA,NA,17.3,NA,NA
GÄVGAXXS,2018-05-23 11:50,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA
GÄVGAXXS,2018-05-24 09:35,180,63,6,NA,10,NA,NA,NA,15.7,NA,NA
GÄVGAXXS,2018-05-28 10:10,63,10,4,NA,10,<2,NA,NA,18.9,NA,NA
GÄVGAXXS,2018-05-31 11:20,270,41,2,NA,4,NA,NA,NA,19.4,NA,NA
GÄVGAXXS,2018-06-04 11:10,290,84,2,NA,6,4,NA,NA,21.3,NA,NA
GÄVGAXXS,2018-06-07 13:45,420,52,4,NA,6,NA,4.6,8.2,19.7,NA,NA
GÄVGAXXS,2018-06-11 11:10,220,<10,4,NA,6,8,NA,NA,20.1,NA,NA
GÄVGAXXS,2018-06-14 12:45,310,20,<2,NA,10,NA,NA,NA,19.5,NA,NA
GÄVGAXXS,2018-06-18 10:30,230,20,<2,NA,4,2,NA,NA,18.5,NA,NA
GÄVGAXXS,2018-06-19 09:30,310,20,NA,14,NA,NA,4,NA,18.1,NA,NA
GÄVGAXXS,2018-06-19 11:30,NA,NA,NA,NA,NA,NA,NA,NA,17.4,NA,NA
GÄVGAXXS,2018-06-21 09:50,450,20,6,NA,37,NA,NA,NA,17.2,NA,NA
GÄVGAXXS,2018-06-25 11:25,200,10,4,NA,13,<2,NA,NA,15.3,NA,NA
GÄVGAXXS,2018-06-28 10:20,350,41,10,NA,22,NA,NA,NA,16.6,NA,NA
GÄVGAXXS,2018-07-02 10:15,380,52,10,NA,8,20,NA,NA,15.8,NA,NA
GÄVGAXXS,2018-07-05 10:35,180,30,4,NA,15,NA,3.9,8.2,18.43,NA,NA
GÄVGAXXS,2018-07-09 11:08,260,10,2,NA,6,8,NA,NA,18.8,NA,NA
GÄVGAXXS,2018-07-12 08:30,310,41,8,NA,10,NA,NA,NA,18.7,NA,NA
GÄVGAXXS,2018-07-16 10:55,380,20,<2,NA,15,2,NA,NA,21.1,NA,NA
GÄVGAXXS,2018-07-17 11:50,NA,NA,NA,NA,NA,NA,NA,NA,21.9,NA,NA
GÄVGAXXS,2018-07-19 10:50,280,31,2,NA,NA,NA,NA,NA,21.4,NA,NA
GÄVGAXXS,2018-07-23 10:55,41,2,2,NA,6,4,NA,NA,22,NA,NA
GÄVGAXXS,2018-07-27 09:13,350,20,2,NA,19,NA,NA,NA,19.8,NA,NA
GÄVGAXXS,2018-07-30 10:44,290,<10,4,NA,18,4,NA,NA,18.8,NA,NA
GÄVGAXXS,2018-08-02 11:30,560,31,4,NA,10,NA,6.4,8.1,21.5,NA,11
GÄVGAXXS,2018-08-06 11:00,1300,10,2,NA,1000,14,NA,NA,21.8,NA,NA
GÄVGAXXS,2018-08-09 12:30,480,10,<1,NA,18,NA,NA,NA,19.6,NA,NA
GÄVGAXXS,2018-08-13 12:15,630,40,2,NA,18,14,NA,NA,18.5,NA,NA
GÄVGAXXS,2018-08-14 11:00,NA,NA,NA,NA,NA,NA,NA,NA,18.7,NA,NA
GÄVGAXXS,2018-08-16 11:45,370,10,2,NA,8,NA,NA,NA,18.6,NA,NA
GÄVGAXXS,2018-08-20 12:38,360,31,<2,NA,8,6,NA,NA,18.5,NA,NA
GÄVGAXXS,2018-08-23 12:40,370,20,20,14,51,NA,5.6,NA,17.9,NA,NA
GÄVGAXXS,2018-08-27 11:39,190,10,4,NA,4,32,NA,NA,17.2,NA,NA
GÄVGAXXS,2018-08-30 13:20,140,10,10,NA,22,NA,NA,NA,16.3,NA,NA
GÄVGAXXS,2018-09-03 09:00,790,140,8,NA,72,4,NA,NA,16,NA,NA
GÄVGAXXS,2018-09-05 11:00,170,31,2,NA,10,NA,4.2,8.1,16.4,NA,11
GÄVGAXXS,2018-09-10 11:10,3700,520,14,NA,220,50,NA,NA,16.5,NA,NA
GÄVGAXXS,2018-09-11 09:40,NA,NA,NA,NA,NA,NA,NA,NA,16.2,NA,NA
GÄVGAXXS,2018-09-13 11:11,580,30,10,NA,17,NA,NA,NA,15.6,NA,NA
GÄVGAXXS,2018-09-17 12:20,2000,400,16,NA,100,68,NA,NA,14.9,NA,NA
GÄVGAXXS,2018-09-21 13:00,360,75,10,NA,19,NA,NA,NA,15.3,NA,NA
GÄVGAXXS,2018-09-24 09:30,360,74,2,NA,17,NA,NA,NA,13,NA,NA
GÄVGAXXS,2018-09-27 11:30,410,52,22,NA,17,4,NA,NA,12.1,NA,NA
GÄVGAXXS,2018-10-01 10:00,450,63,8,NA,17,18,NA,NA,11.35,NA,NA
GÄVGAXXS,2018-10-05 12:30,650,97,4,NA,40,NA,NA,NA,10.55,NA,NA
GÄVGAXXS,2018-10-08 10:30,360,41,2,NA,17,8,NA,NA,10.6,NA,NA
GÄVGAXXS,2018-10-09 11:52,2600,200,NA,190,NA,NA,6.1,NA,10.74,NA,NA
GÄVGAXXS,2018-10-11 11:23,660,240,8,NA,32,22,NA,NA,10.8,NA,NA
GÄVGAXXS,2018-10-11 12:23,NA,NA,NA,NA,NA,NA,4,8.8,10.8,NA,14
GÄVGAXXS,2018-10-15 11:35,360,110,16,NA,10,12,NA,NA,11.25,NA,NA
GÄVGAXXS,2018-10-16 11:53,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA
GÄVGAXXS,2018-10-18 10:05,300,63,10,NA,26,NA,NA,NA,11.9,NA,NA
GÄVGAXXS,2018-10-22 12:00,590,85,4,NA,15,28,NA,NA,10.85,NA,NA
GÄVGAXXS,2018-10-26 10:00,800,180,24,NA,32,NA,NA,NA,10.04,NA,NA
GÄVGAXXS,2018-10-29 11:55,500,110,14,NA,20,12,NA,NA,7.67,NA,NA
GÄVGAXXS,2018-11-01 11:15,3100,520,58,NA,240,NA,NA,NA,6.56,NA,NA
GÄVGAXXS,2018-11-05 10:30,460,84,16,NA,17,28,NA,NA,6.9,NA,NA
GÄVGAXXS,2018-11-08 11:45,480,140,10,NA,29,NA,NA,NA,7.2,NA,NA
GÄVGAXXS,2018-11-12 10:10,1600,170,18,NA,84,8,NA,NA,7.71,NA,NA
GÄVGAXXS,2018-11-14 13:02,1600,250,24,NA,150,20,11,9.5,7.78,NA,21
GÄVGAXXS,2018-11-19 10:15,500,190,4,NA,14,14,NA,NA,7.37,NA,NA
GÄVGAXXS,2018-11-22 10:40,260,74,14,NA,22,NA,NA,NA,5.87,NA,NA
GÄVGAXXS,2018-11-26 10:40,330,120,36,NA,24,4,NA,NA,4.4,NA,NA
GÄVGAXXS,2018-11-29 10:50,270,100,10,NA,10,NA,NA,NA,3.35,NA,NA
GÄVGAXXS,2018-12-03 09:30,2500,490,32,NA,100,150,NA,NA,3.74,NA,NA
GÄVGAXXS,2018-12-06 11:45,3300,1100,52,NA,290,NA,NA,NA,3.62,NA,NA
GÄVGAXXS,2018-12-10 11:00,2900,600,60,NA,140,120,NA,NA,3.33,NA,NA
GÄVGAXXS,2018-12-12 10:30,2800,770,70,NA,190,100,NA,NA,3.42,NA,NA
GÄVGAXXS,2018-12-12 10:45,NA,NA,NA,NA,NA,NA,12,9.8,3.42,NA,24
GÄVGAXXS,2018-12-14 10:00,550,150,NA,27,NA,NA,5.1,NA,2.93,NA,NA
GÄVGAXXS,2018-12-17 10:50,360,160,18,NA,36,38,NA,NA,2.28,NA,NA
GÄVGAXXS,2018-12-19 12:00,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA
GÄVGAXXS,2018-12-20 10:45,470,130,14,NA,24,NA,NA,NA,2,NA,NA
GÄVGAXXS,2018-12-24 06:20,1100,270,22,NA,58,18,NA,NA,1.3,NA,NA
GÄVGAXXS,2018-12-27 09:55,730,190,8,NA,62,NA,NA,NA,1.25,NA,NA
GÄVGAXXS,2018-12-31 06:15,580,190,10,NA,58,90,NA,NA,1.2,NA,NA
GÄVGAXXS,2019-01-03 10:30,350,86,14,NA,37,NA,NA,NA,1.27,NA,NA
GÄVGAXXS,2019-01-07 10:25,200,41,6,NA,26,24,NA,NA,1.3,NA,NA
GÄVGAXXS,2019-01-10 11:00,790,290,30,NA,76,NA,NA,NA,1.2,NA,NA
GÄVGAXXS,2019-01-14 08:45,470,150,18,NA,52,44,NA,NA,0.5,NA,NA
GÄVGAXXS,2019-01-16 11:00,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA
GÄVGAXXS,2019-01-16 11:40,370,120,14,NA,58,32,NA,NA,0.3,NA,NA
GÄVGAXXS,2019-01-16 11:45,NA,NA,NA,NA,NA,NA,5.4,8.7,0.3,NA,12
GÄVGAXXS,2019-01-21 09:43,1300,330,20,NA,88,40,NA,NA,0.2,NA,NA
GÄVGAXXS,2019-01-25 09:30,330,150,24,NA,34,NA,NA,NA,0.2,NA,NA
GÄVGAXXS,2019-01-28 09:58,570,180,28,NA,520,36,NA,NA,0.2,NA,NA
GÄVGAXXS,2019-01-31 09:46,910,360,42,NA,72,NA,NA,NA,0.34,NA,NA
GÄVGAXXS,2019-02-04 10:00,2600,420,36,NA,70,26,NA,NA,0.3,NA,NA
GÄVGAXXS,2019-02-08 08:42,2000,460,68,NA,180,NA,NA,NA,0.6,NA,NA
GÄVGAXXS,2019-02-11 09:35,5800,1400,180,NA,560,130,NA,NA,1.3,NA,NA
GÄVGAXXS,2019-02-13 12:30,2900,1100,68,300,NA,42,8.8,9.3,1.1,NA,27
GÄVGAXXS,2019-02-14 12:05,1600,820,56,NA,81,NA,NA,NA,1.07,NA,NA
GÄVGAXXS,2019-02-15 13:40,570,180,34,NA,NA,NA,NA,NA,1.4,NA,NA
GÄVGAXXS,2019-02-18 10:50,740,390,18,NA,71,38,NA,NA,2.1,NA,NA
GÄVGAXXS,2019-02-19 11:45,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA
GÄVGAXXS,2019-02-22 08:50,1800,560,58,NA,180,NA,NA,NA,1.9,NA,NA
GÄVGAXXS,2019-02-25 10:08,660,290,30,NA,64,44,NA,NA,2.1,NA,NA
GÄVGAXXS,2019-02-28 10:55,130,52,4,NA,10,NA,NA,NA,2.26,NA,NA
GÄVGAXXS,2019-03-04 09:41,370,86,12,NA,22,16,NA,NA,2.8,NA,NA
GÄVGAXXS,2019-03-07 09:40,1200,320,46,NA,110,NA,NA,NA,2.7,NA,NA
GÄVGAXXS,2019-03-11 10:15,600,390,NA,NA,78,26,NA,NA,2.3,NA,NA
GÄVGAXXS,2019-03-13 10:30,560,220,8,NA,30,14,8.6,8.6,2.2,NA,19
GÄVGAXXS,2019-03-18 10:16,910,260,42,NA,110,28,NA,NA,3.2,NA,NA
GÄVGAXXS,2019-03-20 10:34,NA,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA
GÄVGAXXS,2019-03-21 07:40,790,110,8,NA,35,NA,NA,NA,3.3,NA,NA
GÄVGAXXS,2019-03-25 10:10,310,120,10,NA,35,32,NA,NA,4.2,NA,NA
GÄVGAXXS,2019-03-27 13:20,370,170,8,NA,24,NA,NA,NA,4.3,NA,NA
GÄVGAXXS,2019-04-01 10:03,160,63,6,NA,24,14,NA,NA,4.6,NA,NA
GÄVGAXXS,2019-04-03 13:30,200,52,6,NA,8,NA,NA,NA,4.9,NA,NA
GÄVGAXXS,2019-04-05 11:45,110,40,NA,NA,NA,NA,NA,NA,4.9,NA,NA
GÄVGAXXS,2019-04-08 10:20,96,41,<2,NA,6,6,NA,NA,5.4,NA,NA
GÄVGAXXS,2019-04-10 10:20,20,10,6,5,4,2,5.5,8.3,5.4,NA,14
GÄVGAXXS,2019-04-15 10:00,20,<10,4,NA,4,<2,NA,NA,5.3,NA,NA
GÄVGAXXS,2019-04-16 11:05,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA
GÄVGAXXS,2019-04-17 09:20,63,20,8,NA,8,NA,NA,NA,5.7,NA,NA
GÄVGAXXS,2019-04-23 11:00,20,<10,12,NA,<2,2,NA,NA,8.5,NA,NA
GÄVGAXXS,2019-04-25 11:20,60,40,6,NA,4,NA,NA,NA,9.1,NA,NA
GÄVGAXXS,2019-04-29 09:30,190,52,14,NA,4,4,NA,NA,9.9,NA,NA
GÄVGAXXS,2019-05-02 09:15,200,31,4,NA,4,NA,NA,NA,10.8,NA,NA
GÄVGAXXS,2019-05-06 11:55,150,10,8,NA,2,<2,NA,NA,10.5,NA,NA
GÄVGAXXS,2019-05-08 09:40,280,120,4,NA,NA,8,3.6,8.6,9.8,NA,13
GÄVGAXXS,2019-05-09 09:45,160,63,2,NA,2,NA,NA,NA,9.8,NA,NA
GÄVGAXXS,2019-05-13 09:20,98,20,2,NA,4,8,NA,NA,10.1,NA,NA
GÄVGAXXS,2019-05-14 09:20,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA
GÄVGAXXS,2019-05-16 08:20,100,10,10,NA,2,NA,NA,NA,11,NA,NA
GÄVGAXXS,2019-05-20 09:20,700,120,4,NA,56,6,NA,NA,12.4,NA,NA
GÄVGAXXS,2019-05-23 13:50,63,20,4,NA,<2,NA,NA,NA,13.8,NA,NA
GÄVGAXXS,2019-05-27 10:00,190,85,10,NA,2,4,NA,NA,14,NA,NA
GÄVGAXXS,2019-05-31 10:00,190,10,6,NA,4,NA,NA,NA,13.2,NA,NA
GÄVGAXXS,2019-06-03 09:30,110,20,6,NA,6,<2,NA,NA,13.6,NA,NA
GÄVGAXXS,2019-06-07 11:55,120,<10,2,NA,6,NA,NA,NA,15.11,NA,NA
GÄVGAXXS,2019-06-10 10:30,250,75,6,NA,15,20,NA,NA,13.1,NA,NA
GÄVGAXXS,2019-06-11 10:00,NA,NA,NA,NA,NA,NA,4.8,8.1,13.1,NA,12
GÄVGAXXS,2019-06-13 09:50,170,40,6,NA,17,NA,NA,NA,13.1,NA,NA
GÄVGAXXS,2019-06-14 09:50,170,40,NA,18,NA,NA,5.4,NA,13.11,NA,NA
GÄVGAXXS,2019-06-17 09:40,210,31,12,NA,13,2,NA,NA,14.6,NA,NA
GÄVGAXXS,2019-06-19 12:50,86,10,<2,NA,2,NA,NA,NA,15.45,NA,NA
GÄVGAXXS,2019-06-20 14:00,220,10,NA,NA,NA,NA,NA,NA,18.2,NA,NA
GÄVGAXXS,2019-06-24 09:10,60,<10,<2,NA,2,<2,NA,NA,15.6,NA,NA
GÄVGAXXS,2019-06-27 11:00,41,<10,8,NA,6,NA,NA,NA,16.9,NA,NA
GÄVGAXXS,2019-07-01 09:10,150,63,6,NA,2,8,NA,NA,17.8,NA,NA
GÄVGAXXS,2019-07-03 09:20,170,20,2,NA,13,NA,NA,NA,18,NA,NA
